Username,Text,Bot,hasCyrillicUsername,usernameEntropy,hasFemaleNameInUsername,hasEmojis,endsWithEmojis,wordCount,isShortComment,hasFlaggedEmoji,flaggedEmojiCount,isDuplicateComment,hasCommonBotPhrases,commonBotPhrasesCount,hasTimeStamp,exclamationCount,punctuationClusters
@CVasqueezy,"“What’d they say babe?”
“All they want for Christmas is me”",0,0,0.9090909090909091,0,0,0,11,0,,0,1,0,0,0,1,0
@FawnShea,As an American I panicked for yall until I saw this was in the UK  carry on ,0,0,0.8888888888888888,1,0,0,17,0,,0,1,0,0,0,1,0
@EvanMarcoux,Peterbot is like Mongraal yelling loudly,0,0,0.9166666666666666,1,0,0,6,0,,0,1,0,0,0,1,0
@SlightlyToastedBread,There’s a moment missing from this ,0,0,0.7619047619047619,0,0,0,6,0,,0,1,0,0,0,1,0
@sophiaaaa5906,2:39 BRO ,0,0,0.7857142857142857,1,0,0,2,1,,0,1,0,0,1,1,0
@MatteoGujan-w3w5u,youre the goat bro love your vids,0,0,0.7777777777777778,1,0,0,7,0,,0,1,0,0,0,1,0
@tehjohannesFN_2,3:47 peterbot begin screaming,0,0,0.8125,1,0,0,4,1,,0,1,0,0,1,1,0
@Gabrielgd1391z7g,7:10  bro went into the void,0,0,0.8823529411764706,1,0,0,6,0,,0,1,0,0,1,1,0
@2500ChessElo,Another banger,0,0,0.8461538461538461,0,0,0,2,1,,0,1,0,0,0,1,0
@waIid0,how did he kill the first guy what,0,0,1,0,0,0,8,0,,0,1,0,0,0,1,0
@ONLYTWICE5,Pollo te amo,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0
@tommartinez1385,5:10 even raz was surprised by these shots,0,0,0.875,1,0,0,8,0,0,0,1,0,0,1,1,0
@SHADOW-GOAT1,4:50 lmao,0,0,0.8461538461538461,0,0,0,2,1,0,0,1,0,0,1,1,0
@SissiYamanda,Of course always the goats are present ,0,0,0.6923076923076923,1,0,0,7,0,0,0,1,0,0,0,1,0
@fbeast5960,4:48 they had him under genjutsu to pull that move,0,0,1,1,0,0,10,0,0,0,1,0,0,1,1,0
@Voidswizzqy,Pollo and Peter are primed for next season,0,0,0.8333333333333334,0,0,0,8,0,0,0,1,0,0,0,1,0
@ChoicesDunn-d4b,One of the greatest Duo of all time in Fortnite history,0,0,0.9375,0,0,0,11,0,0,0,1,0,0,0,1,0
@Imvetter12,Best duo of all time ,0,0,0.8181818181818182,0,0,0,5,0,0,0,1,0,0,0,1,0
@imaloserlol3587,Lmaooo the clix pov has me dead,0,0,0.8125,0,0,0,7,0,0,0,1,0,0,0,1,0
@YT_2Late,chill on my boyy clix,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,0
@asverding1418,Goofy ahh clix. GG hermano,0,0,0.9285714285714286,0,0,0,5,0,0,0,1,0,0,0,1,0
@mnf.,KING POLLO,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0
@NexorFN1,LITERALLY cant name a better duo,0,0,0.8888888888888888,0,0,0,6,0,0,0,1,0,0,0,1,0
@messisaura,goat pollo posting we need more fr.,0,0,0.7272727272727273,1,0,0,7,0,0,0,1,0,0,0,1,0
@Miguel-li1wc,The goat pollo back at it,0,0,0.8461538461538461,0,0,0,6,0,0,0,1,0,0,0,1,0
@claymore6929,GOAT OF THE DECADE ,0,0,0.9230769230769231,0,0,0,4,1,0,0,1,0,0,0,1,0
@auqawyd,vibes r elite lets gooo s,0,0,0.875,0,0,0,6,0,0,0,1,0,0,0,1,0
@BLINKSUNITEDOFFICIAL,The greatest duo of all time,0,0,0.7142857142857143,1,0,0,6,0,0,0,1,0,0,0,1,0
@MahphiaFN,Time to dominate,0,0,0.8,0,0,0,3,1,0,0,1,0,0,0,1,0
@FerrisSZN,The goaaaat,0,0,0.9,0,0,0,2,1,0,0,1,0,0,0,1,0
@landabro1,He’s unstoppable,0,0,0.9,0,0,0,2,1,0,0,1,0,0,0,1,0
@Vanceyfrl,tuff muddy,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0
@Hvknoah,The com Back ,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0
@tez8899,Best duo ,0,0,0.75,0,0,0,2,1,0,0,1,0,0,0,1,0
@diegoxkii7,best  duo,0,0,0.8181818181818182,0,0,0,2,1,0,0,1,0,0,0,1,0
@HenrySamouelian-s9f,GOAT duo go win everything next season,0,0,0.85,1,0,0,7,0,0,0,1,0,0,0,1,0
@Hvk_Veno,YOU A GOAT WITH PETERBOT,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,0
@Xxomg4lifeッ,love u pollo,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0
@Braboes-e5w,you played insane bro. goat ,0,0,0.9166666666666666,0,0,0,5,0,0,0,1,0,0,0,1,0
@Shmyef,Pollo and Peter are the best players to touch Fortnite I mean that…,0,0,1,0,0,0,13,0,0,0,1,0,0,0,1,0
@DanielKluka-z4y,"Hi Pollo, I just want to say that I'm glad you're playing with Peterbot again and I wish you both lots of luck.",0,0,0.875,1,0,0,23,0,0,0,1,0,0,0,1,0
@Stijnbras1234,The first solo cc you need to be plat the second is elite and the third is Unreal,0,0,1,0,0,0,18,0,0,0,1,0,0,0,1,0
@abrahamschouten7085,"You mentioned wanten to do watchalongs with the pros during solo's, but wont it be a good idea to do an interview with a pro who placed bad and seeing what they do after said tourney? Itll let you see how pros handle being down, which might be a good thing as well. Just an idea, keep up the vids man!",0,0,0.85,1,0,0,61,0,0,0,1,0,0,0,2,0
@Tansan2-fn,vacationantics,0,0,0.7272727272727273,0,0,0,1,1,0,0,1,0,0,0,1,0
@jakbrah,11:09 sounds like the apex ranked 3v3 thing,0,0,0.875,0,0,0,8,0,0,0,1,0,0,1,1,0
@twitch_nj,Aussie WE NEED SA SERVERS,0,0,0.9,0,0,0,5,0,0,0,1,0,0,0,1,0
@victory2x,9:57 thats a rail gun,0,0,1,1,0,0,5,0,0,0,1,0,0,1,1,0
@bluecreamo7029,Aussie just makes my day with these posts,0,0,0.9333333333333333,0,0,0,8,0,0,0,1,0,0,0,1,0
@paulvandersteen6305,You said zb victory cups but isnt it just top 33 and set lobbies?,0,0,0.8,1,0,0,14,0,0,0,1,0,0,0,1,0
@OliverCronin-i2t,W refresh,0,0,0.7647058823529411,1,0,0,2,1,0,0,1,0,0,0,1,0
@kladdis12,enjoy ur vacation man we can survive without vids for this week,0,0,0.9,1,0,0,12,0,0,0,1,0,0,0,1,0
@Charlie12H2,"I've heard from friends that they also think the same abt the hammer pump, but personally i feel like it's hitting for crazy, like minimun 90 dmg",0,0,0.9166666666666666,1,0,0,27,0,0,0,1,0,0,0,1,0
@MrJTRIO,Is fncs on mondays and Tuesdays I’m stupid and still new sorry,0,0,1,0,0,0,12,0,0,0,1,0,0,0,1,0
@Lithixleo342,10:24 that seems a lot like the arenas mode that was in apex legends for a couple years,0,0,0.9230769230769231,0,0,0,18,0,0,0,1,0,0,1,1,0
@thev0rx1,Can you still play eval cup on any region if ur div 1 on ME,0,0,1,0,0,0,15,0,0,0,1,0,0,0,1,0
@EZRlorez,they should make division cups all throughtout fncs so people can still partecipate and join late,0,0,1,0,0,0,16,0,0,0,1,0,0,0,1,0
@oce_shade,when i heard about the new gamemode my mind went to that LTM we had in stark season where it was a 4v4 in a random poi and yous would drop in with a random mythic. i was thinking somthing like that but with 1v1s and ranked,0,0,0.9,0,0,0,47,0,0,0,1,0,0,0,1,0
@Draxy_EGT,"Hot take:i think epic needs to host div cups and cash cups on the same day at the same time,that way pros can be separated from sweats so that they can also get a chance of earning money instead of just pros getting more money",0,0,1,0,0,0,45,0,0,0,1,0,0,0,1,0
@KoelSaul,Wheres the khanada drop announcement on your vacation,0,0,0.8888888888888888,1,0,0,8,0,0,0,1,0,0,0,1,0
@hopps_99,Top 10k  I wish I grinded comp back then,0,0,0.7777777777777778,0,0,0,9,0,0,0,1,0,0,0,1,0
@hoxzo1810,When is ranked 2.0?,0,0,0.8,0,0,0,4,1,0,0,1,0,0,0,1,0
@DSDfourlittletroops,New tourneys?!!!,0,0,0.65,0,0,0,2,1,0,0,1,0,0,0,4,1
@ethanhanks-j7o,Yes,0,0,0.8,0,0,0,1,1,0,0,1,0,0,0,1,0
@oLqndon,At the end of season 2 will they reset all divs besides div 1 and have another trials for 2-5?,0,0,0.75,0,0,0,20,0,0,0,1,0,0,0,1,0
@AdvikSingh-w7v,I'm so excited for fncs !! Feels longer than 6 months  since fncs happened,0,0,0.8666666666666667,1,0,0,14,0,0,0,1,0,0,0,3,1
@Tonni_1,Aussie do you know yet what time the new season releases in Australia,0,0,0.875,0,0,0,13,0,0,0,1,0,0,0,1,0
@Sanxfn,For the first Vic cup you have to be plat 2. Elite and for the third unreal it's in kdog vid,0,0,0.8571428571428571,0,0,0,21,0,0,0,1,0,0,0,1,0
@ChampionBatman,16 seconds and 2 views? Bro fell off,0,0,0.7333333333333333,0,0,0,8,0,0,0,1,0,0,0,1,0
@frilipp1348,I don't know I believe that always saying everyone can earn creates an Illusion in a lot of peoples head because obv it is still just a small percentage that actually has a real chance of earning in these victory cups,0,0,0.8333333333333334,0,0,0,41,0,0,0,1,0,0,0,1,0
@kassuaim,Are you sure zb is vic cup it doesnt say that in the tweet or do you have inside info?,0,0,0.7777777777777778,1,0,0,20,0,0,0,1,0,0,0,1,0
@Skitzyfv,When is downtime aussie?,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0
@asap5740,"this quality in 2026 nah ima just go check
 kdog",0,0,0.8888888888888888,0,0,0,10,0,0,0,1,0,0,0,1,0
@Bizzybray,W Aussie enjoy your time away ,0,0,0.8,1,0,0,6,0,0,0,1,0,0,0,1,0
@dicedice6133,"Aussie ur 100% rite about reload the loot pool is awful 
I run the dual shot gun, prime, and pump but I don’t like them at all but I still play it cuz I love Fortnite it’s honestly the only game I play I’m 34 years old and just enjoy the whole challenge of the game (build mode) but yea hopefully they change reload ASAP!!!",0,0,0.6153846153846154,1,0,0,65,0,0,0,1,0,0,0,4,1
@souullinked,What about reload cash cups?,0,0,0.8333333333333334,1,0,0,5,0,0,0,1,0,0,0,1,0
@ImSickAndTwisted,IM SICK AND TWISTED! >:D,0,0,0.8823529411764706,0,0,0,5,0,0,0,1,0,0,0,2,0
@MilkiFN1,When is the down time?,0,0,0.8888888888888888,0,0,0,5,0,0,0,1,0,0,0,1,0
@tazzafn,boxfight or build fight as a respawn system would help push the skill gap so im down,0,0,0.75,0,0,0,17,0,0,0,1,0,0,0,1,0
@austincbrown,The reload loot pool is in fact cheeks!,0,0,0.9230769230769231,1,0,0,8,0,0,0,1,0,0,0,2,0
@Voxdfv,"Last chapter they added duo ccc and know they are adding trio ccc,it has a good chance to be trios next chapter.aussie please react to this",0,0,1,0,0,0,26,0,0,0,1,0,0,0,1,0
@quill-_-lol,bit sad that they are coming back now cause ive not played 15 tournaments,0,0,0.6666666666666666,0,0,0,14,0,0,0,1,0,0,0,1,0
@TradeMano,at least they should put like 2-3 zb cup on pc,0,0,0.9,1,0,0,11,0,0,0,1,0,0,0,1,0
@2am_USA,The relode loot pool is the worst it’s ever been,0,0,1,0,0,0,10,0,0,0,1,0,0,0,1,0
@PicerTTV,"The zb tourney isn’t a victory cups, it’s a 2 round cash cup",0,0,0.8888888888888888,0,0,0,13,0,0,0,1,0,0,0,1,0
@elisf5157,Is it zb trio vic or normal format someone pleasa answer,0,0,0.9,0,0,0,11,0,0,0,1,0,0,0,1,0
@ohhimark1368,Yeah the shotguns in reload are probably the worst it’s ever been.,0,0,0.9230769230769231,0,0,0,12,0,0,0,1,0,0,0,1,0
@Joshua37653,bros always on vacation,0,0,0.9166666666666666,0,0,0,4,1,0,0,1,0,0,0,1,0
@Twitchspeed12,Your not seeing them cause there all In div 5 and so am I so I can’t get outa it cause of cheaters  and can’t qualify for finales to ccc cause of cheaters,0,0,0.9285714285714286,0,0,0,33,0,0,0,1,0,0,0,1,0
@NexoLtr,Will this be better then this season guys,0,0,1,0,0,0,8,0,0,0,1,0,0,0,1,0
@Gezz11,holy youtube refresh lol 1 min ago,0,0,0.7142857142857143,0,0,0,7,0,0,0,1,0,0,0,1,0
@Walterwide201,april 5 on my birth day niceeee,0,0,0.9285714285714286,0,0,0,7,0,0,0,1,0,0,0,1,0
@HOMEBOYZ247,All of this but no South Africa servers ,0,0,0.9166666666666666,0,0,0,8,0,0,0,1,0,0,0,1,0
@teaseFN,Are they reseting rankeds,0,0,0.875,0,0,0,4,1,0,0,1,0,0,0,1,0
@MigaFerreira-fg5nk,Bro this reload loot pool went from actually goated with the drum gun and sentinel. With non bad shotguns and just being the best….to actually ass. This is the worst reload loot pool of all time. I would rather instead play steal a brainrot on fn than reload at the moment,0,0,0.6842105263157895,1,0,0,51,0,0,0,1,0,0,0,1,0
@teaseFN,Wasup love vids,0,0,0.875,0,0,0,3,1,0,0,1,0,0,0,1,0
@bumblepeeeb2,Solo reload vcc,0,0,0.6153846153846154,0,0,0,3,1,0,0,1,0,0,0,1,0
@slayfv2,The zb cups are actual cash cups not victory cups,0,0,1,0,0,0,10,0,0,0,1,0,0,0,1,0
@Crxdeo,I waited so long for a vid w,0,0,1,0,0,0,8,0,0,0,1,0,0,0,1,0
@scharingantv19,I agree with the reload meta its just so boring,0,0,0.8666666666666667,1,0,0,10,0,0,0,1,0,0,0,1,0
@Pleasestayawake,PLEASE BRING BACK DUO ZERO BUILD VICTORY CASH CUPS,0,0,0.625,1,0,0,9,0,0,0,1,0,0,0,1,0
@michaelscalzo6716,The zero build comp meta is trios now yet you can’t load into ranked as a trio? Shit is brain dead,0,0,0.7777777777777778,0,0,0,21,0,0,0,1,0,0,0,1,0
@DireDarkside141,Old movement?,0,0,0.6875,1,0,0,2,1,0,0,1,0,0,0,1,0
@PleshyVz,MyHonestReaction,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
@5xvqz,nixe,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
@goob-5545,"Does anybody know why the Eu Div cups are on mondays and tuesdays?, to me those days seem like the worst days to put big cups on.",0,0,0.7,0,0,0,27,0,0,0,1,0,0,0,1,0
@Wiffleballkid4,W,0,0,0.7333333333333333,1,0,0,1,1,0,0,1,0,0,0,1,0
@bokamosho_meje,L mic,0,0,0.7333333333333333,0,0,0,2,1,0,0,1,0,0,0,1,0
@Captfnbr,9 minutes ago,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0
@sendis8925,First,0,0,0.9090909090909091,0,0,0,1,1,0,0,1,0,0,0,1,0
@wavefn3,Barley anyone will get Div 1. Fncs is gonna be way more dead then it could be ,0,0,1,0,0,0,17,0,0,0,1,0,0,0,1,0
@hoytreinalda1418,Early,0,0,0.8823529411764706,1,0,0,1,1,0,0,1,0,0,0,1,0
@Jephte0987,Vacationantics,0,0,0.9090909090909091,0,0,0,1,1,0,0,1,0,0,0,1,0
@Albertina-n7j,vacationantics,1,0,0.9285714285714286,1,0,0,1,1,0,0,1,0,0,0,1,0
@Stijnbras1234,The first solo cc you need to be plat the second is elite and the third is Unreal,0,0,1,0,0,0,18,0,0,0,1,0,0,0,1,0
@Tansan2-fn,vacationantics,0,0,0.7272727272727273,0,0,0,1,1,0,0,1,0,0,0,1,0
@LewisFulham,"THIS was intense... Leave a comment with who you want to see try this challenge next, and subscribe if you wanna take part!
.
[spoiler blocker]

The plugin will be improved for next time!
Mobs targetting the invisible hunters wasn't intended, and i'd like to encourage the next speedrunner to be faster - hackingnoises was smart and strategic, so he ended up avoiding a LOT of the hunters ",0,0,1,0,0,0,68,0,0,0,1,0,0,0,3,0
@avory8517,THIS is hackingnoises,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0
@arcarchaic,we‘re actually living in the mcsr content renaissance,0,0,0.5454545454545454,0,0,0,8,0,0,0,1,0,0,0,1,0
@SDdeez,No intro featuring hax will ever be neutral again. They will all be measured by how close they are to THIS is hackingnoises,0,0,0.8571428571428571,1,0,0,23,0,0,0,1,0,0,0,1,0
@PASBABY,Literally never even says anything about the hunters not being able to move lol,0,0,0.75,1,0,0,14,0,0,0,1,0,0,0,1,0
@whiteeeeeaeae,100 assassins vs 1 speedrunner with crazy plot armour.,0,0,0.5,0,0,0,9,0,0,0,1,0,0,0,1,0
@atomicpriesthood,9:55 actually shot of the year,0,0,0.7647058823529411,1,0,0,6,0,0,0,1,0,0,1,1,0
@med4g59,shoutout my goat bereal for distracting all of the mobs so none of them hit hax in bottom treasure,0,0,1,0,0,0,19,0,0,0,1,0,0,0,1,0
@Sadman2,"I am actually upset he didn't start the video with “THIS IS HACKINGNOISES""",0,0,0.875,0,0,0,13,0,0,0,1,0,0,0,1,0
@Jacob-hv6rn,Wait what seed type is this,0,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0
@emi_0x0,holy fucking bingle. what?! :3,0,0,0.875,0,0,0,5,0,0,0,1,0,0,0,2,1
@cobaltbeau,12:16 actually goated transition it was so smooth,0,0,0.8181818181818182,1,0,0,8,0,0,0,1,0,0,1,1,0
@akdb,thank you youtube refresh,0,0,1,0,0,0,4,1,0,0,1,0,0,0,1,0
@ster2600,They should get slowness 5 but be able to move or something,0,0,0.8888888888888888,0,0,0,12,0,0,0,1,0,0,0,1,0
@MCSpaceyGuyy,This is hackingnoises and good content,0,0,0.8461538461538461,0,0,0,6,0,0,0,1,0,0,0,1,0
@antidotes,0:14 we're inflating hax like a balloon in 2026,0,0,0.9,1,0,0,9,0,0,0,1,0,0,1,1,0
@SperaHarapan,"This was such a fun recording to be a part of (even if it was just looking at piglin brutes for 2 hours), glad the video is finally here!
Hoping for many more!",0,0,0.6153846153846154,1,0,0,33,0,0,0,1,0,0,0,3,0
@blank4106,#1 speedrunner who speedruns once a month,0,0,1,0,0,0,7,0,0,0,1,0,0,0,1,0
@Squilly4,THE FISHING ROD TECH IS SO FUNNY goated video,0,0,0.8888888888888888,0,0,0,9,0,0,0,1,0,0,0,1,0
@SyiraAR,New bastion route invented lmao,0,0,1,1,0,0,5,0,0,0,1,0,0,0,1,0
@Zenxer_S,"hax if he was american: Yo, i'm burgernoises",0,0,0.8888888888888888,0,0,0,8,0,0,0,1,0,0,0,1,0
@Stomc321,hackingnoises but he has schizophrenia,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,0
@Zexade-Zero,This is such a banger video omg I’m excited to see what comes next,0,0,0.75,0,0,0,14,0,0,0,1,0,0,0,1,0
@ZoeyMeadows,"ok but this would be the funniest video to do with just... random chat messages and damage ticks. The schizophrenia run, if you will.",0,0,0.8333333333333334,1,0,0,24,0,0,0,1,0,0,0,1,0
@valentrine,MEET hackingnoises (also i'm in this holy moly),0,0,0.8181818181818182,1,0,0,8,0,0,0,1,0,0,0,1,0
@antonyy_hn,"insane video, congrats !!",0,0,0.7272727272727273,1,0,0,4,1,0,0,1,0,0,0,3,1
@Captain_Jamya,"o7 to Tuna Spawner, couldve been the greatest ",0,0,0.7857142857142857,1,0,0,8,0,0,0,1,0,0,0,1,0
@mosstheboss3764,"i wanted to hear that ""THIS is hackingnoises""",0,0,0.75,0,0,0,8,0,0,0,1,0,0,0,1,0
@cobble3231,MCSR content is popping off so hard lately,0,0,0.8181818181818182,0,0,0,8,0,0,0,1,0,0,0,1,0
@ALemonGoneRogue,Lewis fulham has been cooking reacently,0,0,0.6875,0,0,0,6,0,0,0,1,0,0,0,1,0
@be_realistic,RIP lower treasure POV o7 my good pal Buford decided to betray me by revealing my position ,0,0,0.8461538461538461,1,0,0,17,0,0,0,1,0,0,0,1,0
@Toxicfv-y4y,It is crazy seeing Acorn glazing Peterbot before the beef,0,0,0.9166666666666666,0,0,0,10,0,0,0,1,0,0,0,1,0
@Thubx,acorn killing eminem ,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0
@SkanksFN,This aged well,0,0,0.8888888888888888,0,0,0,3,1,0,0,1,0,0,0,1,0
@hoptic,All that to get dropped still ,0,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0
@lxm1tsski2,This trio was comedy gold,0,0,0.9090909090909091,0,0,0,5,0,0,0,1,0,0,0,1,0
@RestandRecouperation,Forsaken actually used his prize money from previous tournaments for cosmetic surgery. He now goes by ohnepixel.,0,0,0.6666666666666666,1,0,0,17,0,0,0,1,0,0,0,1,0
@beardedbandit87,He’s now working as a scam caller in India actually,0,0,0.6875,1,0,0,10,0,0,0,1,0,0,0,1,0
@kubamaly4070,he also ruined the entire cs india esports forever,0,0,0.8461538461538461,0,0,0,9,0,0,0,1,0,0,0,1,0
@Swish_Clip,No stereotypes were harmed during that event,0,0,0.9090909090909091,0,0,0,7,0,0,0,1,0,0,0,1,0
@HandOfGod-d8d,popped the ult,0,0,0.7857142857142857,0,0,0,3,1,0,0,1,0,0,0,1,0
@Worker-Bee-645,ABOUT DAMN TIME I GET A VIDEO,0,0,0.7333333333333333,1,0,0,7,0,0,0,1,0,0,0,1,0
@LeeOhYT,"“Should I play with him” 
Dude was playing with him since the start",0,0,0.875,1,0,0,13,0,0,0,1,0,0,0,1,0
@truffings3351,"“Kool-aid, fried chicken, watermelon” is basically the equivalent to the free square in bingo",0,0,0.8571428571428571,0,0,0,14,0,0,0,1,0,0,0,1,0
@erickvalle8589,"Funny thing is, the white dude probably learned it from watching them do it on youtube i bet.",0,0,0.8,1,0,0,18,0,0,0,1,0,0,0,1,0
@bigbankhank1337,Then he hits him with the cleanest dap up ,0,0,0.6875,0,0,0,9,0,0,0,1,0,0,0,1,0
@ClipsofDOOM0,they dont know who they're dealing with,0,0,0.9230769230769231,0,0,0,7,0,0,0,1,0,0,0,1,0
@pyew9038,"Funny thing is, he's actually a lawyer",0,0,1,0,0,0,7,0,0,0,1,0,0,0,1,0
@Konfuzzed-23,Can’t wait for another 0 goal 1 trip 1 face plant,0,0,0.9230769230769231,0,0,0,11,0,0,0,1,0,0,0,1,0
@laurencetrowbridge6022,Junko playing well in the match would actually be a generational comeback,0,0,0.782608695652174,1,0,0,12,0,0,0,1,0,0,0,1,0
@Probably_gaming,W jinxzy but i do be seeing him only use right foot,0,0,0.8125,1,0,0,12,0,0,0,1,0,0,0,1,0
@sunnyr5605,He's actually kinda cracked goodrrrr aimmmm,0,0,0.8181818181818182,1,0,0,6,0,0,0,1,0,0,0,1,0
@RdgGfu,how to be dumb in 10 seconds,0,0,1,0,0,0,7,0,0,0,1,0,0,0,1,0
@vikasshukla7086,I swear to god they both are sharing a single braincell,0,0,0.8125,1,0,0,11,0,0,0,1,0,0,0,1,0
@aaroncooper7110,You're supposed to jump the person,0,0,0.6875,0,0,0,6,0,0,0,1,0,0,0,1,0
@raynash100,They should be playin 4 brain cells,0,0,0.8181818181818182,1,0,0,7,0,0,0,1,0,0,0,1,0
@Abbastheboss123,Top 5 black people for a reason,0,0,0.75,0,0,0,7,0,0,0,1,0,0,0,1,0
@owencuttinup,Isn’t that why he was in your movie jj?,0,0,0.7692307692307693,0,0,0,9,0,0,0,1,0,0,0,1,0
@LeBronJamesFan6_23,Top 5 for a reason,0,0,0.8421052631578947,1,0,0,5,0,0,0,1,0,0,0,1,0
@Poopcat24,2nd pov unlocked,0,0,0.9,0,0,0,3,1,0,0,1,0,0,0,1,0
@DuckCave-l6t,Remember bread,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0
@ctxiscool,This always gets me.,0,0,0.8,0,0,0,4,1,0,0,1,0,0,0,1,0
@ChoCoLateYaY154,Disrespect to the person that said first,0,0,0.75,1,0,0,7,0,0,0,1,0,0,0,1,0
@AradhyaSingh-p9v,2/2 POVs unlocked ,0,0,0.8823529411764706,1,0,0,3,1,0,0,1,0,0,0,1,0
@Unalome_7369,I see the other guy pov and he wasn't x raying,0,0,1,1,0,0,11,0,0,0,1,0,0,0,1,0
@kymcd6086,He takes it well in fairness ,0,0,0.9,1,0,0,6,0,0,0,1,0,0,0,1,0
@Rabnesbitt,Big for a reason is crazy work from Kate ,0,0,0.8181818181818182,0,0,0,9,0,0,0,1,0,0,0,1,0
@Sharingan6500ify,The face change on the first roast is just brutal Kate haha,0,0,0.7647058823529411,1,0,0,12,0,0,0,1,0,0,0,1,0
@doubleophysiquecreation1525,"How Meeks face changes when Kate said ""Power through his Champions League dinner orders"" ",0,0,0.75,0,0,0,14,0,0,0,1,0,0,0,1,0
@ChristelleKuanzambi-h3z,KSI know how to play ,0,0,0.75,1,0,0,5,0,0,0,1,0,0,0,1,0
@GivenChama-GLC,Deji got set up,0,0,0.8,0,0,0,4,1,0,0,1,0,0,0,1,0
@BurnerforBurner,Is folabi related to deji??,0,0,0.5,0,0,0,5,0,0,0,1,0,0,0,1,1
@NRJee742,It be your own blood,0,0,0.8888888888888888,0,0,0,5,0,0,0,1,0,0,0,1,0
@Luis-Sanchez-1,Why he tell him to go so high tho,0,0,0.9333333333333333,0,0,0,9,0,0,0,1,0,0,0,1,0
@GamingClipz96,"He's not even looking, he just felt that zestiness ",0,0,0.9285714285714286,1,0,0,9,0,0,0,1,0,0,0,1,0
@halibutman_fishing,"That punch came from the ""stop it you silly goose"" camp",0,0,0.7368421052631579,1,0,0,11,0,0,0,1,0,0,0,1,0
@k.y.n.ggeechee4088,"Bruh that ""Don't do that ever again"" came from the soul lol",0,0,0.631578947368421,0,0,0,12,0,0,0,1,0,0,0,1,0
@Blake-o1q,There all the same person I swear,0,0,1,1,0,0,7,0,0,0,1,0,0,0,1,0
@NicakeYT,"there was a fella, who used mirror on himself, and then cloned it all, and started making content with all the 4",0,0,1,0,0,0,22,0,0,0,1,0,0,0,1,0
@SkIsNowHere,Mirror clone Ah friends,0,0,0.9166666666666666,0,0,0,4,1,0,0,1,0,0,0,1,0
@slayermonkey3942,makin it to obvious with these,0,0,0.8823529411764706,0,0,0,6,0,0,0,1,0,0,0,1,0
@zacattak4837,You guys sold with your words. Looks like a hotdog? So what two cards,0,0,0.7692307692307693,0,0,0,14,0,0,0,1,0,0,0,1,0
@McMercenary3601,"cs community: 1965
valo community: UWU",0,0,0.75,0,0,0,6,0,0,0,1,0,0,0,1,0
@masonhales,"Proud of the CS community, stay strong brothers.",0,0,0.8181818181818182,0,0,0,8,0,0,0,1,0,0,0,1,0
@shivaye7430,"I once aced a round in CS and my teammates started kissing me through their mic 
So it makes sense 
Valo has romance while CS has Bromance",0,0,1,0,0,0,27,0,0,0,1,0,0,0,1,0
@xJabro,"Valorant has simps, CS has misogynists",0,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0
@Magamed904,Man that was close. ,0,0,0.9090909090909091,1,0,0,4,1,0,0,1,0,0,0,1,0
@Cgaming2ligit,"Naoya And Todo Being The Only Character People Use To Sneak On You While You’re Low HP:

Now I Know It’s Sometimes Not Always Them But Damn It’s Common For These 2 Characters To Sneak You

MB y’all it was meant to be “How I look at my screen”",0,0,0.7142857142857143,1,0,0,49,0,0,0,1,0,0,0,1,0
@RaNkBeaSt710gt,Which moment was the funniest???,0,0,0.8666666666666667,1,0,0,5,0,0,0,1,0,0,0,1,1
@Cgaming2ligit,"Naoya And Todo Being The Only Character People Use To Sneak On You While You’re Low HP:

Now I Know It’s Sometimes Not Always Them But Damn It’s Common For These 2 Characters To Sneak You

MB y’all it was meant to be “How I look at my screen”",0,0,0.7142857142857143,1,0,0,49,0,0,0,1,0,0,0,1,0
@randomnobleguy,"""Will you put your child on the roulette table "" Ethan  ""Potentially""️",0,0,0.8666666666666667,0,0,0,12,0,0,0,1,0,0,0,1,0
@SnoopySnoopDog,"Harry pulled the last minute, he was about to make vik rethink his marriage at that point lmao",0,0,0.5333333333333333,0,0,0,18,0,0,0,1,0,0,0,1,0
@MuckyAli8,Harry could’ve just said Vikk might just constantly move around for work and business,0,0,1,1,0,0,14,0,0,0,1,0,0,0,1,0
